SKU,Name,Brand,Category,Series,Poles,RatedCurrent_A,Capacity_kVAr,BreakingCapacity_kA,LeakageCurrent_mA,Width_mm,Height_mm,Depth_mm,Pitch_mm,Price_VND
BH-D10 3P 63A C,Mitsubishi BH-D10 MCB 3P 63A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,63,,10,,54,85,68,18,1104000
BH-D10 4P 0.5A C,Mitsubishi BH-D10 MCB 4P 0.5A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,0.5,,10,,72,85,68,18,1465000
BH-D10 4P 1A C,Mitsubishi BH-D10 MCB 4P 1A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,1,,10,,72,85,68,18,1465000
BH-D10 4P 1.6A C,Mitsubishi BH-D10 MCB 4P 1.6A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,1.6,,10,,72,85,68,18,1465000
BH-D10 4P 2A C,Mitsubishi BH-D10 MCB 4P 2A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,2,,10,,72,85,68,18,1369000
BH-D10 4P 3A C,Mitsubishi BH-D10 MCB 4P 3A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,3,,10,,72,85,68,18,1369000
BH-D10 4P 4A C,Mitsubishi BH-D10 MCB 4P 4A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,4,,10,,72,85,68,18,1369000
BH-D10 4P 6A C,Mitsubishi BH-D10 MCB 4P 6A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,6,,10,,72,85,68,18,1174000
BH-D10 4P 10A C,Mitsubishi BH-D10 MCB 4P 10A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,10,,10,,72,85,68,18,945000
BH-D10 4P 13A C,Mitsubishi BH-D10 MCB 4P 13A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,13,,10,,72,85,68,18,945000
BH-D10 4P 16A C,Mitsubishi BH-D10 MCB 4P 16A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,16,,10,,72,85,68,18,945000
BH-D10 4P 20A C,Mitsubishi BH-D10 MCB 4P 20A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,20,,10,,72,85,68,18,945000
BH-D10 4P 25A C,Mitsubishi BH-D10 MCB 4P 25A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,25,,10,,72,85,68,18,1042000
BH-D10 4P 32A C,Mitsubishi BH-D10 MCB 4P 32A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,32,,10,,72,85,68,18,1042000
BH-D10 4P 40A C,Mitsubishi BH-D10 MCB 4P 40A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,40,,10,,72,85,68,18,1206000
BH-D10 4P 50A C,Mitsubishi BH-D10 MCB 4P 50A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,50,,10,,72,85,68,18,1369000
BH-D10 4P 63A C,Mitsubishi BH-D10 MCB 4P 63A 10kA (curve C),Mitsubishi,MCB,BH-D10,4,63,,10,,72,85,68,18,1465000
BHW-T10 1P 80A C,Mitsubishi BHW-T10 MCB 1P 80A 10kA (curve C),Mitsubishi,MCB,BHW-T10,1,80,,10,,18,85,68,0,642000
BHW-T10 1P 100A C,Mitsubishi BHW-T10 MCB 1P 100A 10kA (curve C),Mitsubishi,MCB,BHW-T10,1,100,,10,,18,85,68,0,659000
BHW-T10 2P 80A C,Mitsubishi BHW-T10 MCB 2P 80A 10kA (curve C),Mitsubishi,MCB,BHW-T10,2,80,,10,,36,85,68,18,1301000
BHW-T10 2P 100A C,Mitsubishi BHW-T10 MCB 2P 100A 10kA (curve C),Mitsubishi,MCB,BHW-T10,2,100,,10,,36,85,68,18,1337000
BHW-T10 3P 80A C,Mitsubishi BHW-T10 MCB 3P 80A 10kA (curve C),Mitsubishi,MCB,BHW-T10,3,80,,10,,54,85,68,18,1927000
BHW-T10 3P 100A C,Mitsubishi BHW-T10 MCB 3P 100A 10kA (curve C),Mitsubishi,MCB,BHW-T10,3,100,,10,,54,85,68,18,1976000
BHW-T10 4P 80A C,Mitsubishi BHW-T10 MCB 4P 80A 10kA (curve C),Mitsubishi,MCB,BHW-T10,4,80,,10,,72,85,68,18,2554000
BHW-T10 4P 100A C,Mitsubishi BHW-T10 MCB 4P 100A 10kA (curve C),Mitsubishi,MCB,BHW-T10,4,100,,10,,72,85,68,18,2622000
BV-D 2P 25A 30mA,Mitsubishi BV-D RCCB 2P 25A 30mA,Mitsubishi,RCCB,BV-D,2,25,,0,30,36,85,68,18,1598000
BV-D 2P 25A 300mA,Mitsubishi BV-D RCCB 2P 25A 300mA,Mitsubishi,RCCB,BV-D,2,25,,0,300,36,85,68,18,1598000
BV-D 2P 40A 30mA,Mitsubishi BV-D RCCB 2P 40A 30mA,Mitsubishi,RCCB,BV-D,2,40,,0,30,36,85,68,18,1692000
BV-D 2P 40A 300mA,Mitsubishi BV-D RCCB 2P 40A 300mA,Mitsubishi,RCCB,BV-D,2,40,,0,300,36,85,68,18,1692000
BV-D 2P 63A 30mA,Mitsubishi BV-D RCCB 2P 63A 30mA,Mitsubishi,RCCB,BV-D,2,63,,0,30,36,85,68,18,2039000
BV-D 2P 63A 300mA,Mitsubishi BV-D RCCB 2P 63A 300mA,Mitsubishi,RCCB,BV-D,2,63,,0,300,36,85,68,18,2039000
BV-D 4P 25A 30mA,Mitsubishi BV-D RCCB 4P 25A 30mA,Mitsubishi,RCCB,BV-D,4,25,,0,30,72,85,68,18,2590000
BV-D 4P 25A 300mA,Mitsubishi BV-D RCCB 4P 25A 300mA,Mitsubishi,RCCB,BV-D,4,25,,0,300,72,85,68,18,2590000
BV-D 4P 40A 30mA,Mitsubishi BV-D RCCB 4P 40A 30mA,Mitsubishi,RCCB,BV-D,4,40,,0,30,72,85,68,18,2740000
BV-D 4P 40A 300mA,Mitsubishi BV-D RCCB 4P 40A 300mA,Mitsubishi,RCCB,BV-D,4,40,,0,300,72,85,68,18,2740000
BV-D 4P 63A 30mA,Mitsubishi BV-D RCCB 4P 63A 30mA,Mitsubishi,RCCB,BV-D,4,63,,0,30,72,85,68,18,3553000
BV-D 4P 63A 300mA,Mitsubishi BV-D RCCB 4P 63A 300mA,Mitsubishi,RCCB,BV-D,4,63,,0,300,72,85,68,18,3553000
BVW-T 2P 16A 30mA,Mitsubishi BVW-T RCCB 2P 16A 30mA,Mitsubishi,RCCB,BVW-T,2,16,,0,30,36,85,68,18,1478000
BVW-T 2P 25A 30mA,Mitsubishi BVW-T RCCB 2P 25A 30mA,Mitsubishi,RCCB,BVW-T,2,25,,0,30,36,85,68,18,1478000
BVW-T 2P 32A 30mA,Mitsubishi BVW-T RCCB 2P 32A 30mA,Mitsubishi,RCCB,BVW-T,2,32,,0,30,36,85,68,18,1478000
BVW-T 2P 40A 30mA,Mitsubishi BVW-T RCCB 2P 40A 30mA,Mitsubishi,RCCB,BVW-T,2,40,,0,30,36,85,68,18,1478000
BVW-T 2P 63A 30mA,Mitsubishi BVW-T RCCB 2P 63A 30mA,Mitsubishi,RCCB,BVW-T,2,63,,0,30,36,85,68,18,1478000
BVW-T 2P 80A 30mA,Mitsubishi BVW-T RCCB 2P 80A 30mA,Mitsubishi,RCCB,BVW-T,2,80,,0,30,36,85,68,18,1735000
BVW-T 2P 100A 30mA,Mitsubishi BVW-T RCCB 2P 100A 30mA,Mitsubishi,RCCB,BVW-T,2,100,,0,30,36,85,68,18,1752000
BVW-T 4P 16A 30mA,Mitsubishi BVW-T RCCB 4P 16A 30mA,Mitsubishi,RCCB,BVW-T,4,16,,0,30,72,85,68,18,1897000
BVW-T 4P 25A 30mA,Mitsubishi BVW-T RCCB 4P 25A 30mA,Mitsubishi,RCCB,BVW-T,4,25,,0,30,72,85,68,18,1897000
BVW-T 4P 32A 30mA,Mitsubishi BVW-T RCCB 4P 32A 30mA,Mitsubishi,RCCB,BVW-T,4,32,,0,30,72,85,68,18,1897000
BVW-T 4P 40A 30mA,Mitsubishi BVW-T RCCB 4P 40A 30mA,Mitsubishi,RCCB,BVW-T,4,40,,0,30,72,85,68,18,1897000
BVW-T 4P 63A 30mA,Mitsubishi BVW-T RCCB 4P 63A 30mA,Mitsubishi,RCCB,BVW-T,4,63,,0,30,72,85,68,18,1897000
BVW-T 4P 80A 30mA,Mitsubishi BVW-T RCCB 4P 80A 30mA,Mitsubishi,RCCB,BVW-T,4,80,,0,30,72,85,68,18,2366000
BVW-T 4P 100A 30mA,Mitsubishi BVW-T RCCB 4P 100A 30mA,Mitsubishi,RCCB,BVW-T,4,100,,0,30,72,85,68,18,2419000
BV-DN 1P+N 6A 30mA,Mitsubishi BV-DN RCBO 1P+N 6A 4.5kA 30mA,Mitsubishi,RCBO,BV-DN,2,6,,4.5,30,36,85,68,18,1281000
BV-DN 1P+N 10A 30mA,Mitsubishi BV-DN RCBO 1P+N 10A 4.5kA 30mA,Mitsubishi,RCBO,BV-DN,2,10,,4.5,30,36,85,68,18,1174000
BV-DN 1P+N 16A 30mA,Mitsubishi BV-DN RCBO 1P+N 16A 4.5kA 30mA,Mitsubishi,RCBO,BV-DN,2,16,,4.5,30,36,85,68,18,1174000
BV-DN 1P+N 20A 30mA,Mitsubishi BV-DN RCBO 1P+N 20A 4.5kA 30mA,Mitsubishi,RCBO,BV-DN,2,20,,4.5,30,36,85,68,18,1174000
BV-DN 1P+N 25A 30mA,Mitsubishi BV-DN RCBO 1P+N 25A 4.5kA 30mA,Mitsubishi,RCBO,BV-DN,2,25,,4.5,30,36,85,68,18,1403000
BV-DN 1P+N 32A 30mA,Mitsubishi BV-DN RCBO 1P+N 32A 4.5kA 30mA,Mitsubishi,RCBO,BV-DN,2,32,,4.5,30,36,85,68,18,1403000
BV-DN 1P+N 40A 30mA,Mitsubishi BV-DN RCBO 1P+N 40A 4.5kA 30mA,Mitsubishi,RCBO,BV-DN,2,40,,4.5,30,36,85,68,18,1683000
BV-DN6 1P+N 3A 30mA,Mitsubishi BV-DN6 RCBO 1P+N 3A 6kA 30mA,Mitsubishi,RCBO,BV-DN6,2,3,,6,30,36,85,68,18,1668000
BV-DN6 1P+N 6A 30mA,Mitsubishi BV-DN6 RCBO 1P+N 6A 6kA 30mA,Mitsubishi,RCBO,BV-DN6,2,6,,6,30,36,85,68,18,1893000
BV-DN6 1P+N 10A 30mA,Mitsubishi BV-DN6 RCBO 1P+N 10A 6kA 30mA,Mitsubishi,RCBO,BV-DN6,2,10,,6,30,36,85,68,18,1726000
BV-DN6 1P+N 16A 30mA,Mitsubishi BV-DN6 RCBO 1P+N 16A 6kA 30mA,Mitsubishi,RCBO,BV-DN6,2,16,,6,30,36,85,68,18,1726000
BV-DN6 1P+N 20A 30mA,Mitsubishi BV-DN6 RCBO 1P+N 20A 6kA 30mA,Mitsubishi,RCBO,BV-DN6,2,20,,6,30,36,85,68,18,1726000
BV-DN6 1P+N 25A 30mA,Mitsubishi BV-DN6 RCBO 1P+N 25A 6kA 30mA,Mitsubishi,RCBO,BV-DN6,2,25,,6,30,36,85,68,18,2073000
BV-DN6 1P+N 32A 30mA,Mitsubishi BV-DN6 RCBO 1P+N 32A 6kA 30mA,Mitsubishi,RCBO,BV-DN6,2,32,,6,30,36,85,68,18,2073000
BV-DN6 1P+N 40A 30mA,Mitsubishi BV-DN6 RCBO 1P+N 40A 6kA 30mA,Mitsubishi,RCBO,BV-DN6,2,40,,6,30,36,85,68,18,2488000
NF32-SV 3P 3A,Mitsubishi NF32-SV MCCB 3P 3A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,3,,2.5,,75,130,68,25,1160000
NF32-SV 3P 4A,Mitsubishi NF32-SV MCCB 3P 4A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,4,,2.5,,75,130,68,25,1160000
NF32-SV 3P 5A,Mitsubishi NF32-SV MCCB 3P 5A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,5,,2.5,,75,130,68,25,1160000
NF32-SV 3P 6A,Mitsubishi NF32-SV MCCB 3P 6A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,6,,2.5,,75,130,68,25,1160000
NF32-SV 3P 10A,Mitsubishi NF32-SV MCCB 3P 10A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,10,,2.5,,75,130,68,25,1160000
NF32-SV 3P 15A,Mitsubishi NF32-SV MCCB 3P 15A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,15,,2.5,,75,130,68,25,1160000
NF32-SV 3P 16A,Mitsubishi NF32-SV MCCB 3P 16A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,16,,2.5,,75,130,68,25,1160000
NF32-SV 3P 20A,Mitsubishi NF32-SV MCCB 3P 20A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,20,,2.5,,75,130,68,25,1160000
NF32-SV 3P 25A,Mitsubishi NF32-SV MCCB 3P 25A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,25,,2.5,,75,130,68,25,1160000
NF32-SV 3P 30A,Mitsubishi NF32-SV MCCB 3P 30A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,30,,2.5,,75,130,68,25,1160000
NF32-SV 3P 32A,Mitsubishi NF32-SV MCCB 3P 32A 2.5kA,Mitsubishi,MCCB,NF32-SV,3,32,,2.5,,75,130,68,25,1160000
NF63-CV 3P 3A,Mitsubishi NF63-CV MCCB 3P 3A 5kA,Mitsubishi,MCCB,NF63-CV,3,3,,5,,75,130,68,25,1120000
NF63-CV 3P 4A,Mitsubishi NF63-CV MCCB 3P 4A 5kA,Mitsubishi,MCCB,NF63-CV,3,4,,5,,75,130,68,25,1120000
NF63-CV 3P 5A,Mitsubishi NF63-CV MCCB 3P 5A 5kA,Mitsubishi,MCCB,NF63-CV,3,5,,5,,75,130,68,25,1120000
NF63-CV 3P 6A,Mitsubishi NF63-CV MCCB 3P 6A 5kA,Mitsubishi,MCCB,NF63-CV,3,6,,5,,75,130,68,25,1120000
NF63-CV 3P 10A,Mitsubishi NF63-CV MCCB 3P 10A 5kA,Mitsubishi,MCCB,NF63-CV,3,10,,5,,75,130,68,25,1120000
NF63-CV 3P 15A,Mitsubishi NF63-CV MCCB 3P 15A 5kA,Mitsubishi,MCCB,NF63-CV,3,15,,5,,75,130,68,25,1120000
NF63-CV 3P 16A,Mitsubishi NF63-CV MCCB 3P 16A 5kA,Mitsubishi,MCCB,NF63-CV,3,16,,5,,75,130,68,25,1120000
NF63-CV 3P 20A,Mitsubishi NF63-CV MCCB 3P 20A 5kA,Mitsubishi,MCCB,NF63-CV,3,20,,5,,75,130,68,25,1120000
NF63-CV 3P 25A,Mitsubishi NF63-CV MCCB 3P 25A 5kA,Mitsubishi,MCCB,NF63-CV,3,25,,5,,75,130,68,25,1120000
NF63-CV 3P 30A,Mitsubishi NF63-CV MCCB 3P 30A 5kA,Mitsubishi,MCCB,NF63-CV,3,30,,5,,75,130,68,25,1120000
NF63-CV 3P 32A,Mitsubishi NF63-CV MCCB 3P 32A 5kA,Mitsubishi,MCCB,NF63-CV,3,32,,5,,75,130,68,25,1120000
NF63-CV 3P 40A,Mitsubishi NF63-CV MCCB 3P 40A 5kA,Mitsubishi,MCCB,NF63-CV,3,40,,5,,75,130,68,25,1120000
NF63-CV 3P 50A,Mitsubishi NF63-CV MCCB 3P 50A 5kA,Mitsubishi,MCCB,NF63-CV,3,50,,5,,75,130,68,25,1120000
NF63-CV 3P 60A,Mitsubishi NF63-CV MCCB 3P 60A 5kA,Mitsubishi,MCCB,NF63-CV,3,60,,5,,75,130,68,25,1120000
NF63-CV 3P 63A,Mitsubishi NF63-CV MCCB 3P 63A 5kA,Mitsubishi,MCCB,NF63-CV,3,63,,5,,75,130,68,25,1120000
NF63-SV 3P 3A,Mitsubishi NF63-SV MCCB 3P 3A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,3,,7.5,,75,130,68,25,1252000
NF63-SV 3P 4A,Mitsubishi NF63-SV MCCB 3P 4A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,4,,7.5,,75,130,68,25,1252000
NF63-SV 3P 5A,Mitsubishi NF63-SV MCCB 3P 5A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,5,,7.5,,75,130,68,25,1252000
NF63-SV 3P 6A,Mitsubishi NF63-SV MCCB 3P 6A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,6,,7.5,,75,130,68,25,1252000
NF63-SV 3P 10A,Mitsubishi NF63-SV MCCB 3P 10A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,10,,7.5,,75,130,68,25,1252000
NF63-SV 3P 15A,Mitsubishi NF63-SV MCCB 3P 15A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,15,,7.5,,75,130,68,25,1252000
NF63-SV 3P 16A,Mitsubishi NF63-SV MCCB 3P 16A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,16,,7.5,,75,130,68,25,1252000
NF63-SV 3P 20A,Mitsubishi NF63-SV MCCB 3P 20A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,20,,7.5,,75,130,68,25,1252000
NF63-SV 3P 25A,Mitsubishi NF63-SV MCCB 3P 25A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,25,,7.5,,75,130,68,25,1252000
NF63-SV 3P 30A,Mitsubishi NF63-SV MCCB 3P 30A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,30,,7.5,,75,130,68,25,1252000
NF63-SV 3P 32A,Mitsubishi NF63-SV MCCB 3P 32A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,32,,7.5,,75,130,68,25,1252000
NF63-SV 3P 40A,Mitsubishi NF63-SV MCCB 3P 40A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,40,,7.5,,75,130,68,25,1252000
NF63-SV 3P 50A,Mitsubishi NF63-SV MCCB 3P 50A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,50,,7.5,,75,130,68,25,1252000
NF63-SV 3P 60A,Mitsubishi NF63-SV MCCB 3P 60A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,60,,7.5,,75,130,68,25,1252000
NF63-SV 3P 63A,Mitsubishi NF63-SV MCCB 3P 63A 7.5kA,Mitsubishi,MCCB,NF63-SV,3,63,,7.5,,75,130,68,25,1252000
NF63-SV 4P 3A,Mitsubishi NF63-SV MCCB 4P 3A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,3,,7.5,,100,130,68,25,1675000
NF63-SV 4P 4A,Mitsubishi NF63-SV MCCB 4P 4A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,4,,7.5,,100,130,68,25,1675000
NF63-SV 4P 5A,Mitsubishi NF63-SV MCCB 4P 5A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,5,,7.5,,100,130,68,25,1675000
NF63-SV 4P 6A,Mitsubishi NF63-SV MCCB 4P 6A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,6,,7.5,,100,130,68,25,1675000
NF63-SV 4P 10A,Mitsubishi NF63-SV MCCB 4P 10A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,10,,7.5,,100,130,68,25,1675000
NF63-SV 4P 15A,Mitsubishi NF63-SV MCCB 4P 15A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,15,,7.5,,100,130,68,25,1675000
NF63-SV 4P 16A,Mitsubishi NF63-SV MCCB 4P 16A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,16,,7.5,,100,130,68,25,1675000
NF63-SV 4P 20A,Mitsubishi NF63-SV MCCB 4P 20A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,20,,7.5,,100,130,68,25,1675000
NF63-SV 4P 25A,Mitsubishi NF63-SV MCCB 4P 25A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,25,,7.5,,100,130,68,25,1675000
NF63-SV 4P 30A,Mitsubishi NF63-SV MCCB 4P 30A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,30,,7.5,,100,130,68,25,1675000
NF63-SV 4P 32A,Mitsubishi NF63-SV MCCB 4P 32A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,32,,7.5,,100,130,68,25,1675000
NF63-SV 4P 40A,Mitsubishi NF63-SV MCCB 4P 40A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,40,,7.5,,100,130,68,25,1675000
NF63-SV 4P 50A,Mitsubishi NF63-SV MCCB 4P 50A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,50,,7.5,,100,130,68,25,1675000
NF63-SV 4P 60A,Mitsubishi NF63-SV MCCB 4P 60A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,60,,7.5,,100,130,68,25,1675000
NF63-SV 4P 63A,Mitsubishi NF63-SV MCCB 4P 63A 7.5kA,Mitsubishi,MCCB,NF63-SV,4,63,,7.5,,100,130,68,25,1675000
NF63-HV 3P 10A,Mitsubishi NF63-HV MCCB 3P 10A 10kA,Mitsubishi,MCCB,NF63-HV,3,10,,10,,75,130,68,25,1412000
NF63-HV 3P 15A,Mitsubishi NF63-HV MCCB 3P 15A 10kA,Mitsubishi,MCCB,NF63-HV,3,15,,10,,75,130,68,25,1412000
NF63-HV 3P 16A,Mitsubishi NF63-HV MCCB 3P 16A 10kA,Mitsubishi,MCCB,NF63-HV,3,16,,10,,75,130,68,25,1412000
NF63-HV 3P 20A,Mitsubishi NF63-HV MCCB 3P 20A 10kA,Mitsubishi,MCCB,NF63-HV,3,20,,10,,75,130,68,25,1412000
NF63-HV 3P 25A,Mitsubishi NF63-HV MCCB 3P 25A 10kA,Mitsubishi,MCCB,NF63-HV,3,25,,10,,75,130,68,25,1412000
NF63-HV 3P 30A,Mitsubishi NF63-HV MCCB 3P 30A 10kA,Mitsubishi,MCCB,NF63-HV,3,30,,10,,75,130,68,25,1412000
NF63-HV 3P 32A,Mitsubishi NF63-HV MCCB 3P 32A 10kA,Mitsubishi,MCCB,NF63-HV,3,32,,10,,75,130,68,25,1412000
NF63-HV 3P 40A,Mitsubishi NF63-HV MCCB 3P 40A 10kA,Mitsubishi,MCCB,NF63-HV,3,40,,10,,75,130,68,25,1412000
NF63-HV 3P 50A,Mitsubishi NF63-HV MCCB 3P 50A 10kA,Mitsubishi,MCCB,NF63-HV,3,50,,10,,75,130,68,25,1412000
NF63-HV 3P 60A,Mitsubishi NF63-HV MCCB 3P 60A 10kA,Mitsubishi,MCCB,NF63-HV,3,60,,10,,75,130,68,25,1412000
NF63-HV 3P 63A,Mitsubishi NF63-HV MCCB 3P 63A 10kA,Mitsubishi,MCCB,NF63-HV,3,63,,10,,75,130,68,25,1412000
NF63-HV 4P 10A,Mitsubishi NF63-HV MCCB 4P 10A 10kA,Mitsubishi,MCCB,NF63-HV,4,10,,10,,100,130,68,25,1821000
NF63-HV 4P 15A,Mitsubishi NF63-HV MCCB 4P 15A 10kA,Mitsubishi,MCCB,NF63-HV,4,15,,10,,100,130,68,25,1821000
NF63-HV 4P 16A,Mitsubishi NF63-HV MCCB 4P 16A 10kA,Mitsubishi,MCCB,NF63-HV,4,16,,10,,100,130,68,25,1821000
NF63-HV 4P 20A,Mitsubishi NF63-HV MCCB 4P 20A 10kA,Mitsubishi,MCCB,NF63-HV,4,20,,10,,100,130,68,25,1821000
NF63-HV 4P 25A,Mitsubishi NF63-HV MCCB 4P 25A 10kA,Mitsubishi,MCCB,NF63-HV,4,25,,10,,100,130,68,25,1821000
NF63-HV 4P 30A,Mitsubishi NF63-HV MCCB 4P 30A 10kA,Mitsubishi,MCCB,NF63-HV,4,30,,10,,100,130,68,25,1821000
NF63-HV 4P 32A,Mitsubishi NF63-HV MCCB 4P 32A 10kA,Mitsubishi,MCCB,NF63-HV,4,32,,10,,100,130,68,25,1821000
NF63-HV 4P 40A,Mitsubishi NF63-HV MCCB 4P 40A 10kA,Mitsubishi,MCCB,NF63-HV,4,40,,10,,100,130,68,25,1821000
NF63-HV 4P 50A,Mitsubishi NF63-HV MCCB 4P 50A 10kA,Mitsubishi,MCCB,NF63-HV,4,50,,10,,100,130,68,25,1821000
NF63-HV 4P 60A,Mitsubishi NF63-HV MCCB 4P 60A 10kA,Mitsubishi,MCCB,NF63-HV,4,60,,10,,100,130,68,25,1821000
NF63-HV 4P 63A,Mitsubishi NF63-HV MCCB 4P 63A 10kA,Mitsubishi,MCCB,NF63-HV,4,63,,10,,100,130,68,25,1821000
NF125-CV 3P 50A,Mitsubishi NF125-CV MCCB 3P 50A 10kA,Mitsubishi,MCCB,NF125-CV,3,50,,10,,90,155,86,30,1965000
NF125-CV 3P 60A,Mitsubishi NF125-CV MCCB 3P 60A 10kA,Mitsubishi,MCCB,NF125-CV,3,60,,10,,90,155,86,30,1965000
NF125-CV 3P 63A,Mitsubishi NF125-CV MCCB 3P 63A 10kA,Mitsubishi,MCCB,NF125-CV,3,63,,10,,90,155,86,30,1965000
NF125-CV 3P 75A,Mitsubishi NF125-CV MCCB 3P 75A 10kA,Mitsubishi,MCCB,NF125-CV,3,75,,10,,90,155,86,30,1965000
NF125-CV 3P 80A,Mitsubishi NF125-CV MCCB 3P 80A 10kA,Mitsubishi,MCCB,NF125-CV,3,80,,10,,90,155,86,30,1965000
NF125-CV 3P 100A,Mitsubishi NF125-CV MCCB 3P 100A 10kA,Mitsubishi,MCCB,NF125-CV,3,100,,10,,90,155,86,30,1965000
NF125-CV 3P 125A,Mitsubishi NF125-CV MCCB 3P 125A 10kA,Mitsubishi,MCCB,NF125-CV,3,125,,10,,90,155,86,30,1965000
NF125-SV 3P 15A,Mitsubishi NF125-SV MCCB 3P 15A 30kA,Mitsubishi,MCCB,NF125-SV,3,15,,30,,90,155,86,30,2682000
NF125-SV 3P 16A,Mitsubishi NF125-SV MCCB 3P 16A 30kA,Mitsubishi,MCCB,NF125-SV,3,16,,30,,90,155,86,30,2682000
NF125-SV 3P 20A,Mitsubishi NF125-SV MCCB 3P 20A 30kA,Mitsubishi,MCCB,NF125-SV,3,20,,30,,90,155,86,30,2682000
NF125-SV 3P 30A,Mitsubishi NF125-SV MCCB 3P 30A 30kA,Mitsubishi,MCCB,NF125-SV,3,30,,30,,90,155,86,30,2682000
NF125-SV 3P 32A,Mitsubishi NF125-SV MCCB 3P 32A 30kA,Mitsubishi,MCCB,NF125-SV,3,32,,30,,90,155,86,30,2682000
NF125-SV 3P 40A,Mitsubishi NF125-SV MCCB 3P 40A 30kA,Mitsubishi,MCCB,NF125-SV,3,40,,30,,90,155,86,30,2682000
NF125-SV 3P 50A,Mitsubishi NF125-SV MCCB 3P 50A 30kA,Mitsubishi,MCCB,NF125-SV,3,50,,30,,90,155,86,30,2682000
NF125-SV 3P 60A,Mitsubishi NF125-SV MCCB 3P 60A 30kA,Mitsubishi,MCCB,NF125-SV,3,60,,30,,90,155,86,30,2682000
NF125-SV 3P 63A,Mitsubishi NF125-SV MCCB 3P 63A 30kA,Mitsubishi,MCCB,NF125-SV,3,63,,30,,90,155,86,30,2682000
NF125-SV 3P 75A,Mitsubishi NF125-SV MCCB 3P 75A 30kA,Mitsubishi,MCCB,NF125-SV,3,75,,30,,90,155,86,30,2682000
NF125-SV 3P 80A,Mitsubishi NF125-SV MCCB 3P 80A 30kA,Mitsubishi,MCCB,NF125-SV,3,80,,30,,90,155,86,30,2682000
NF125-SV 3P 100A,Mitsubishi NF125-SV MCCB 3P 100A 30kA,Mitsubishi,MCCB,NF125-SV,3,100,,30,,90,155,86,30,2682000
NF125-SV 3P 125A,Mitsubishi NF125-SV MCCB 3P 125A 30kA,Mitsubishi,MCCB,NF125-SV,3,125,,30,,90,155,86,30,2682000
NF125-SV 4P 15A,Mitsubishi NF125-SV MCCB 4P 15A 30kA,Mitsubishi,MCCB,NF125-SV,4,15,,30,,120,155,86,30,3774000
NF125-SV 4P 16A,Mitsubishi NF125-SV MCCB 4P 16A 30kA,Mitsubishi,MCCB,NF125-SV,4,16,,30,,120,155,86,30,3774000
